Transaction ID,Transaction Date,Product Type,SKU,Price,Availability,Number of Products Sold,Revenue Generated,Stock Levels,Lead Times,Order Quantities,Shipping Times,Shipping Carriers,Shipping Costs,Supplier Name,Location,Lead Time,Production Volumes,Manufacturing Lead Time,Manufacturing Costs,Inspection Results,Defect Rates,Transportation Modes,Routes,Total Logistics Cost
TXN01721,2022-01-10,haircare,SKU12,72.91,39,206,16764.11,42,3,69,3,Carrier B,3.58,Supplier 4,Kolkata,3,490,3,35.15,Pending,2.8616,Road,Route B,2672.37
TXN04100,2022-01-10,skincare,SKU13,16.99,55,110,1835.43,56,15,36,2,Carrier A,0.79,Supplier 5,Bangalore,16,749,18,104.14,Fail,4.6873,Road,Route B,3777.48
TXN04036,2022-01-10,haircare,SKU97,3.73,53,248,1043.26,56,21,65,5,Carrier B,0.17,Supplier 4,Mumbai,21,31,16,68.96,Pending,2.5983,Road,Route A,4493.45
TXN04131,2022-01-10,cosmetics,SKU94,3.21,79,126,429.56,75,14,35,3,Carrier C,0.15,Supplier 2,Delhi,15,804,12,54.7,Pass,1.2029,Rail,Route B,1919.75
TXN04222,2022-01-10,skincare,SKU16,7.63,49,239,1950.83,56,13,111,2,Carrier A,0.34,Supplier 1,Bangalore,15,729,17,74.3,Pass,0.7461,Air,Route A,8285.04
TXN04269,2022-01-10,haircare,SKU51,26.01,55,217,6030.62,58,43,53,2,Carrier A,1.55,Supplier 5,Bangalore,48,591,49,13.28,Pending,2.6215,Road,Route A,785.99
TXN04412,2022-01-10,haircare,SKU76,73.32,61,223,17678.95,76,19,81,3,Carrier B,2.73,Supplier 2,Bangalore,21,370,23,59.2,Pending,2.8377,Rail,Route A,5016.33
TXN08467,2022-01-10,cosmetics,SKU23,4.39,29,263,1065.21,39,49,101,4,Carrier C,0.24,Supplier 5,Kolkata,46,495,47,104.74,Pending,2.83,Rail,Route A,10602.98
TXN01385,2022-01-10,haircare,SKU81,75.34,60,345,26026.4,56,1,33,3,Carrier C,2.77,Supplier 3,Delhi,1,666,1,21.39,Pending,2.4032,Rail,Route B,797.28
TXN09696,2022-01-10,haircare,SKU5,1.78,79,258,516.96,91,30,19,1,Carrier A,0.09,Supplier 4,Bangalore,28,492,20,59.9,Pending,2.8585,Road,Route A,1139.81
TXN03817,2022-01-10,skincare,SKU39,18.11,47,46,849.38,59,5,1,3,Carrier C,0.81,Supplier 2,Kolkata,5,299,5,8.77,Pass,0.9858,Air,Route B,9.58
TXN01606,2022-01-10,haircare,SKU99,70.38,59,1,65.95,70,1,92,3,Carrier C,3.52,Supplier 2,Chennai,1,232,1,37.56,Pass,0.2258,Rail,Route B,3779.36
TXN08957,2022-01-11,skincare,SKU4,5.17,38,160,776.07,44,1,10,5,Carrier B,0.26,Supplier 1,Delhi,2,337,2,98.08,Pending,2.0143,Air,Route A,983.4
TXN01169,2022-01-11,haircare,SKU55,85.04,52,115,10074.74,70,6,73,3,Carrier B,3.34,Supplier 2,Delhi,6,733,5,32.01,Fail,4.1729,Sea,Route B,2580.55
TXN04239,2022-01-11,haircare,SKU70,49.24,36,361,16246.03,40,12,65,2,Carrier A,3.31,Supplier 1,Bangalore,13,831,13,12.02,Pass,0.9561,Road,Route C,996.45
TXN04209,2022-01-11,cosmetics,SKU28,2.35,32,134,272.03,41,6,73,2,Carrier A,0.11,Supplier 1,Mumbai,6,586,6,59.77,Pass,0.3519,Air,Route A,4371.24
TXN09270,2022-01-11,skincare,SKU65,35.96,32,292,11406.66,42,32,36,2,Carrier A,2.16,Supplier 5,Kolkata,35,514,34,1.65,Fail,7.3247,Rail,Route C,137.16
TXN08617,2022-01-11,haircare,SKU25,39.52,77,150,6489.86,99,31,94,2,Carrier C,1.62,Supplier 4,Kolkata,32,780,27,80.72,Fail,5.509,Road,Route B,7739.96
TXN06338,2022-01-11,skincare,SKU16,8.01,69,91,640.23,69,21,80,2,Carrier C,0.37,Supplier 1,Bangalore,21,883,15,72.76,Pass,0.7948,Air,Route A,5850.4
TXN06629,2022-01-11,haircare,SKU84,94.96,89,125,11353.77,90,35,81,1,Carrier A,6.26,Supplier 5,Chennai,37,411,34,31.29,Fail,13.871,Air,Route B,3041.55
TXN05041,2022-01-11,skincare,SKU11,94.99,61,249,20168.85,60,12,35,2,Carrier C,4.62,Supplier 2,Kolkata,13,802,11,29.71,Pass,0.0133,Air,Route A,1201.55
TXN09018,2022-01-11,skincare,SKU58,62.16,46,308,21212.79,50,8,17,2,Carrier A,3.47,Supplier 3,Delhi,9,518,7,68.72,Pass,1.657,Road,Route B,1227.23
TXN04382,2022-01-11,cosmetics,SKU7,42.07,42,234,8586.2,59,1,7,4,Carrier C,2.16,Supplier 4,Bangalore,1,240,1,91.33,Pass,0.3283,Road,Route C,654.43
TXN09596,2022-01-11,haircare,SKU74,3.01,56,223,742.44,52,9,59,3,Carrier B,0.16,Supplier 4,Delhi,9,515,12,83.92,Pass,0.3855,Rail,Route A,4960.72
TXN09462,2022-01-11,haircare,SKU74,2.97,35,277,941.94,50,12,24,5,Carrier B,0.15,Supplier 4,Delhi,11,582,12,75.25,Pass,0.5952,Rail,Route A,1809.6
TXN03891,2022-01-12,skincare,SKU9,63.23,78,169,10529.26,95,24,62,3,Carrier C,2.81,Supplier 2,Chennai,22,812,22,51.33,Pending,2.4996,Rail,Route B,3356.68
TXN02687,2022-01-12,haircare,SKU43,11.82,54,50,504.65,72,32,57,2,Carrier C,0.6,Supplier 5,Mumbai,33,389,31,27.47,Pass,0.7292,Air,Route A,1599.99
TXN00942,2022-01-12,cosmetics,SKU92,47.85,94,84,4495.35,88,26,61,3,Carrier C,2.89,Supplier 2,Mumbai,25,146,25,61.82,Pass,0.4197,Rail,Route B,3947.31
TXN04656,2022-01-12,skincare,SKU3,63.28,70,100,6146.72,68,21,63,2,Carrier A,4.02,Supplier 5,Kolkata,24,286,28,34.05,Fail,8.9781,Rail,Route A,2398.41
TXN00053,2022-01-12,skincare,SKU32,76.06,60,75,6403.5,65,8,37,3,Carrier C,3.97,Supplier 3,Kolkata,9,35,8,30.38,Pass,1.2099,Road,Route A,1270.95
TXN05933,2022-01-12,cosmetics,SKU50,13.69,41,249,3550.68,53,22,57,1,Carrier A,0.75,Supplier 2,Delhi,22,554,19,45.04,Pending,3.5962,Rail,Route B,2610.03
TXN06549,2022-01-12,haircare,SKU79,61.2,74,111,7784.74,88,9,40,3,Carrier B,2.22,Supplier 3,Bangalore,10,520,12,58.17,Pass,0.237,Air,Route C,2415.6
TXN05541,2022-01-12,haircare,SKU87,78.25,76,87,5912.92,96,16,78,2,Carrier A,4.14,Supplier 3,Chennai,17,631,16,29.33,Pending,3.4664,Sea,Route B,2610.66
TXN04507,2022-01-12,cosmetics,SKU27,99.33,92,351,37236.98,119,4,33,3,Carrier C,5.18,Supplier 5,Mumbai,5,167,6,9.68,Pending,3.1894,Sea,Route B,490.38
TXN02660,2022-01-12,skincare,SKU16,7.89,63,214,1733.7,70,19,92,3,Carrier B,0.35,Supplier 1,Bangalore,18,429,15,75.76,Pass,0.7384,Air,Route A,7002.12
TXN05985,2022-01-12,cosmetics,SKU35,82.35,58,328,27176.32,75,1,21,2,Carrier A,3.65,Supplier 1,Delhi,1,604,1,63.27,Pass,0.2044,Sea,Route C,1405.32
TXN04946,2022-01-12,cosmetics,SKU72,89.42,86,191,16794.98,79,7,58,2,Carrier A,4.96,Supplier 1,Bangalore,8,746,9,58.16,Pass,1.1689,Rail,Route B,3660.96
TXN08257,2022-01-13,cosmetics,SKU29,66.63,41,164,10396.26,50,5,71,1,Carrier A,4.05,Supplier 1,Kolkata,5,322,5,40.72,Pass,1.5266,Road,Route B,3178.67
TXN02990,2022-01-13,cosmetics,SKU49,81.37,72,122,9230.86,73,42,1,2,Carrier A,5.87,Supplier 5,Delhi,42,607,42,12.83,Fail,5.544,Rail,Route A,18.7
TXN01363,2022-01-13,haircare,SKU0,73.33,58,229,17299.1,77,33,68,3,Carrier B,2.83,Supplier 3,Mumbai,31,483,28,44.94,Pass,0.1499,Road,Route B,3248.36
TXN02890,2022-01-13,skincare,SKU10,14.69,100,141,2177.47,124,6,108,3,Carrier C,0.57,Supplier 5,Kolkata,7,567,7,92.45,Pending,2.3248,Road,Route B,10046.16
TXN04003,2022-01-13,haircare,SKU84,85.36,71,131,12262.35,94,31,59,5,Carrier B,3.74,Supplier 5,Chennai,31,675,38,31.66,Fail,10.4285,Air,Route B,2088.6
TXN02111,2022-01-13,cosmetics,SKU88,69.82,50,68,5016.69,69,14,97,3,Carrier B,2.55,Supplier 2,Mumbai,14,551,10,71.4,Pass,0.5166,Sea,Route A,7173.15
TXN01122,2022-01-13,skincare,SKU41,92.76,85,250,22180.66,79,6,48,1,Carrier A,7.34,Supplier 4,Chennai,7,657,9,104.32,Pass,0.0388,Sea,Route A,5359.68
TXN09587,2022-01-13,skincare,SKU6,4.37,78,85,362.51,72,25,38,2,Carrier A,0.3,Supplier 3,Kolkata,28,419,24,1.09,Pass,0.8791,Sea,Route A,52.82
TXN09089,2022-01-13,haircare,SKU74,3.29,60,263,792.63,71,11,61,2,Carrier A,0.15,Supplier 4,Delhi,12,608,12,84.4,Pass,0.8167,Rail,Route A,5157.55
TXN06540,2022-01-13,skincare,SKU3,59.85,57,38,2368.85,67,33,42,2,Carrier A,3.12,Supplier 5,Kolkata,33,515,28,38.19,Fail,13.0131,Rail,Route A,1735.02
TXN03705,2022-01-13,skincare,SKU13,16.13,42,219,3251.21,45,19,27,5,Carrier B,0.55,Supplier 5,Bangalore,18,351,16,97.01,Pending,3.8975,Road,Route B,2634.12
TXN01421,2022-01-13,cosmetics,SKU17,83.63,53,116,10661.7,70,12,92,3,Carrier B,2.84,Supplier 1,Chennai,13,166,14,51.18,Pass,0.038,Air,Route C,4969.84
TXN06067,2022-01-13,cosmetics,SKU27,98.94,30,190,19242.78,33,7,65,4,Carrier B,4.7,Supplier 5,Mumbai,7,492,7,10.76,Fail,6.9183,Sea,Route B,1004.9
TXN06698,2022-01-13,cosmetics,SKU7,43.04,40,239,8809.77,41,1,56,3,Carrier C,1.59,Supplier 4,Bangalore,1,317,1,92.58,Pass,0.6233,Road,Route C,5273.52
TXN02486,2022-01-13,haircare,SKU79,52.71,99,207,11563.41,101,10,18,2,Carrier A,2.76,Supplier 3,Bangalore,11,359,13,55.66,Pass,0.2267,Air,Route C,1051.56
TXN05538,2022-01-13,haircare,SKU83,72.36,61,57,4135.67,77,2,60,1,Carrier A,4.02,Supplier 1,Bangalore,3,430,3,105.04,Pass,0.6808,Road,Route A,6543.6
TXN08506,2022-01-13,cosmetics,SKU38,55.51,82,173,9824.04,95,21,59,2,Carrier C,2.09,Supplier 5,Mumbai,23,441,18,5.36,Pass,0.7837,Air,Route B,439.55
TXN06919,2022-01-13,haircare,SKU5,1.73,62,244,415.69,70,19,39,1,Carrier A,0.1,Supplier 4,Bangalore,19,599,23,60.27,Pending,3.3765,Road,Route A,2354.43
TXN08718,2022-01-14,skincare,SKU14,106.11,91,158,15055.7,89,14,66,4,Carrier B,4.54,Supplier 1,Kolkata,13,731,12,6.27,Pass,0.0736,Air,Route B,713.46
TXN04408,2022-01-14,haircare,SKU2,10.94,78,128,1251.81,79,18,25,4,Carrier B,0.36,Supplier 1,Mumbai,17,616,23,33.14,Pending,3.3208,Air,Route C,837.5
TXN07961,2022-01-14,haircare,SKU5,1.83,80,59,99.3,78,24,120,4,Carrier C,0.1,Supplier 4,Bangalore,25,482,22,52.66,Pending,2.6365,Road,Route A,6331.2
TXN03038,2022-01-14,haircare,SKU45,33.12,55,244,8832.61,76,29,2,4,Carrier B,1.71,Supplier 2,Chennai,29,331,27,66.02,Pending,2.436,Rail,Route A,135.46
TXN04777,2022-01-14,cosmetics,SKU7,42.53,65,110,5132.35,86,1,68,5,Carrier B,2.0,Supplier 4,Bangalore,1,420,1,98.52,Pass,0.5997,Road,Route C,6835.36
TXN01815,2022-01-14,skincare,SKU36,10.09,46,242,2792.08,59,17,43,2,Carrier A,0.45,Supplier 2,Delhi,17,827,19,41.39,Pending,3.1741,Air,Route C,1799.12
TXN06356,2022-01-14,skincare,SKU9,65.74,44,122,7806.76,60,16,79,4,Carrier B,2.68,Supplier 2,Chennai,18,395,21,50.62,Fail,5.5049,Rail,Route B,4210.7
TXN04483,2022-01-14,skincare,SKU82,15.88,72,131,1954.33,78,24,84,3,Carrier C,0.61,Supplier 2,Mumbai,26,234,29,4.68,Fail,4.2301,Road,Route C,444.36
TXN08523,2022-01-14,cosmetics,SKU72,93.22,80,110,9892.71,89,11,93,4,Carrier C,5.81,Supplier 1,Bangalore,11,360,9,53.81,Pending,2.5105,Rail,Route B,5544.66
TXN06428,2022-01-14,skincare,SKU53,31.39,78,125,3590.69,77,10,70,2,Carrier A,1.67,Supplier 1,Delhi,11,205,12,88.52,Pass,0.966,Air,Route B,6313.3
TXN04294,2022-01-14,cosmetics,SKU44,53.81,45,178,9362.32,48,17,21,2,Carrier C,1.99,Supplier 2,Delhi,16,405,15,20.75,Pass,1.701,Rail,Route A,477.54
TXN09289,2022-01-14,haircare,SKU57,51.12,44,318,16245.13,57,30,28,1,Carrier A,3.46,Supplier 2,Delhi,31,485,22,68.49,Pass,1.6009,Rail,Route A,2014.6
TXN05713,2022-01-15,haircare,SKU61,54.63,45,67,3492.92,63,21,42,2,Carrier A,2.57,Supplier 4,Kolkata,20,337,16,71.54,Fail,7.6604,Air,Route A,3112.62
TXN01667,2022-01-15,haircare,SKU93,64.8,37,108,7083.73,47,31,77,2,Carrier A,3.55,Supplier 4,Chennai,33,359,28,38.72,Fail,7.3291,Air,Route A,3254.79
TXN04244,2022-01-15,skincare,SKU15,36.77,70,216,7749.56,73,5,73,2,Carrier A,2.44,Supplier 1,Bangalore,5,486,5,95.0,Pending,2.2469,Sea,Route B,7113.12
TXN06225,2022-01-15,haircare,SKU5,1.83,68,142,288.79,94,23,86,3,Carrier C,0.08,Supplier 4,Bangalore,26,652,23,60.43,Pending,3.7006,Road,Route A,5203.86
TXN03905,2022-01-15,skincare,SKU53,31.1,49,203,5730.92,69,13,16,4,Carrier B,1.65,Supplier 1,Delhi,14,681,13,78.28,Pass,0.9869,Air,Route B,1278.88
TXN00321,2022-01-15,haircare,SKU22,27.14,77,119,3010.68,72,27,56,2,Carrier A,2.11,Supplier 4,Kolkata,29,582,32,46.57,Fail,4.9112,Rail,Route C,2726.08
TXN08798,2022-01-15,skincare,SKU4,4.65,80,1,4.55,79,2,91,5,Carrier B,0.18,Supplier 1,Delhi,2,505,2,91.77,Pending,3.0949,Air,Route A,8367.45
TXN07602,2022-01-15,cosmetics,SKU23,4.54,38,219,1012.22,48,40,68,5,Carrier B,0.16,Supplier 5,Kolkata,40,591,51,108.41,Pending,2.9656,Rail,Route A,7382.76
TXN04608,2022-01-15,skincare,SKU86,18.68,100,42,755.96,137,15,59,2,Carrier C,0.82,Supplier 1,Mumbai,15,428,13,76.88,Pass,0.8512,Rail,Route A,4584.3
TXN09432,2022-01-15,skincare,SKU10,15.5,35,181,2839.58,42,10,30,2,Carrier A,1.16,Supplier 5,Kolkata,10,695,7,89.93,Fail,4.025,Road,Route B,2732.7
TXN08550,2022-01-16,haircare,SKU12,72.22,62,144,10801.2,87,3,57,3,Carrier B,3.11,Supplier 4,Kolkata,3,397,3,31.11,Pass,1.815,Road,Route B,1950.54
TXN07630,2022-01-16,haircare,SKU84,95.5,83,195,19906.99,76,31,80,1,Carrier A,3.83,Supplier 5,Chennai,33,752,30,32.04,Fail,7.6083,Air,Route B,2869.6
TXN09622,2022-01-16,skincare,SKU82,18.33,30,309,5012.42,38,29,58,2,Carrier A,0.85,Supplier 2,Mumbai,27,353,22,4.08,Pending,2.5408,Road,Route C,285.94
TXN00419,2022-01-16,skincare,SKU67,91.73,15,101,10037.16,18,8,8,2,Carrier A,4.83,Supplier 1,Mumbai,8,309,8,7.1,Pass,0.1081,Sea,Route C,95.44
TXN05043,2022-01-16,cosmetics,SKU72,93.76,100,164,14520.94,101,10,76,3,Carrier B,3.72,Supplier 1,Bangalore,10,473,9,59.71,Pass,1.1767,Rail,Route B,4820.68
TXN01030,2022-01-16,skincare,SKU42,46.26,85,248,12337.42,79,11,27,1,Carrier A,2.3,Supplier 5,Bangalore,12,409,9,94.52,Fail,6.0379,Road,Route A,2614.14
TXN08303,2022-01-16,haircare,SKU5,1.66,83,59,89.49,103,21,55,4,Carrier B,0.06,Supplier 4,Bangalore,22,523,22,51.52,Fail,4.9802,Road,Route A,2836.9
TXN09908,2022-01-16,haircare,SKU76,73.53,76,200,14540.2,71,23,24,5,Carrier B,3.15,Supplier 2,Bangalore,24,570,24,68.43,Pending,2.879,Rail,Route A,1717.92
TXN07623,2022-01-16,haircare,SKU99,71.74,63,118,8515.37,88,1,67,5,Carrier B,2.59,Supplier 2,Chennai,1,232,2,40.22,Pass,0.3192,Rail,Route B,2868.27
TXN02214,2022-01-16,skincare,SKU11,89.33,99,31,3056.67,91,9,45,5,Carrier B,4.47,Supplier 2,Kolkata,10,611,10,25.08,Pass,0.0109,Air,Route A,1329.75
TXN08271,2022-01-16,haircare,SKU70,44.14,61,115,5131.68,74,15,51,5,Carrier B,2.08,Supplier 1,Bangalore,15,673,12,12.49,Pass,1.4694,Road,Route C,743.07
TXN09878,2022-01-16,skincare,SKU64,88.61,52,4,334.08,53,3,35,5,Carrier B,3.46,Supplier 1,Delhi,4,672,4,8.98,Pass,0.1556,Air,Route C,435.4
TXN03916,2022-01-16,skincare,SKU41,103.66,42,123,12056.01,52,8,86,3,Carrier B,4.71,Supplier 4,Chennai,8,338,9,102.36,Pass,0.0394,Sea,Route A,9208.02
TXN09875,2022-01-16,skincare,SKU36,9.26,51,60,515.37,58,16,47,2,Carrier C,0.52,Supplier 2,Delhi,17,683,20,41.64,Pending,2.7707,Air,Route C,1981.52
TXN02661,2022-01-17,skincare,SKU9,63.99,77,103,7071.43,79,18,55,2,Carrier C,3.48,Supplier 2,Chennai,19,698,20,43.66,Pending,3.3602,Rail,Route B,2592.7
TXN07225,2022-01-17,haircare,SKU55,75.83,59,185,12896.51,65,5,72,3,Carrier C,3.36,Supplier 2,Delhi,5,237,5,30.43,Fail,6.7355,Sea,Route B,2432.88
TXN04609,2022-01-17,skincare,SKU47,100.78,40,153,16199.39,53,13,74,1,Carrier A,4.4,Supplier 1,Kolkata,15,131,16,21.64,Pass,0.196,Rail,Route A,1926.96
TXN03381,2022-01-17,skincare,SKU10,16.57,62,176,3018.41,70,8,92,3,Carrier C,0.7,Supplier 5,Kolkata,8,874,7,97.6,Fail,4.0763,Road,Route B,9043.6
TXN09010,2022-01-17,skincare,SKU1,14.87,61,1,16.4,67,38,26,4,Carrier B,0.57,Supplier 3,Mumbai,38,429,36,31.25,Fail,4.7548,Road,Route B,827.32
TXN03904,2022-01-17,haircare,SKU25,36.47,54,167,5924.45,63,22,43,3,Carrier B,1.34,Supplier 4,Kolkata,25,469,27,81.45,Pending,3.4984,Road,Route B,3559.97
TXN02315,2022-01-17,skincare,SKU36,9.39,42,218,1850.3,50,19,38,3,Carrier C,0.4,Supplier 2,Delhi,20,394,18,48.02,Pending,3.1004,Air,Route C,1839.96
TXN06326,2022-01-17,haircare,SKU77,55.11,69,42,2000.52,77,3,101,1,Carrier A,4.38,Supplier 1,Kolkata,4,404,3,42.29,Pending,3.1068,Road,Route B,4713.67
TXN00516,2022-01-17,skincare,SKU75,95.37,69,44,4042.73,94,9,60,1,Carrier A,5.02,Supplier 1,Chennai,10,863,9,43.55,Pass,1.1952,Air,Route C,2914.2
TXN09032,2022-01-17,haircare,SKU74,3.15,88,45,153.81,108,11,4,3,Carrier C,0.15,Supplier 4,Delhi,11,223,10,82.74,Pass,0.3358,Rail,Route A,331.56
TXN09725,2022-01-17,skincare,SKU34,36.99,95,94,3830.42,90,7,38,2,Carrier C,2.2,Supplier 1,Chennai,7,324,8,10.8,Pass,0.497,Road,Route B,494.0
TXN06884,2022-01-17,skincare,SKU31,52.99,61,28,1602.73,69,7,47,5,Carrier B,2.64,Supplier 3,Chennai,8,656,8,61.43,Fail,4.4157,Rail,Route C,3011.29
TXN04384,2022-01-17,haircare,SKU22,25.89,63,327,9275.93,62,43,54,1,Carrier A,1.56,Supplier 4,Kolkata,44,756,38,48.57,Pending,3.4678,Rail,Route C,2707.02
TXN04742,2022-01-17,haircare,SKU43,12.15,74,214,2843.61,68,30,49,2,Carrier C,0.44,Supplier 5,Mumbai,32,660,32,28.45,Pass,0.7465,Air,Route A,1415.61
TXN07483,2022-01-17,cosmetics,SKU73,88.94,78,146,14681.23,72,3,15,3,Carrier B,4.44,Supplier 4,Chennai,4,122,5,47.07,Fail,5.4708,Road,Route A,772.65
TXN02824,2022-01-17,haircare,SKU48,77.25,59,105,9070.67,83,14,91,3,Carrier B,2.95,Supplier 2,Mumbai,16,810,15,24.92,Pending,2.3022,Rail,Route B,2536.17
TXN05876,2022-01-17,skincare,SKU14,98.45,60,243,22412.83,65,9,40,2,Carrier A,6.06,Supplier 1,Kolkata,10,434,9,5.72,Pass,0.0475,Air,Route B,471.2
TXN09626,2022-01-18,haircare,SKU93,64.18,50,29,1763.78,46,22,49,3,Carrier C,2.89,Supplier 4,Chennai,22,382,22,36.13,Fail,4.3475,Air,Route A,1911.98
TXN05425,2022-01-18,haircare,SKU78,6.77,63,1,5.81,72,44,21,4,Carrier C,0.39,Supplier 5,Mumbai,42,437,29,74.45,Fail,8.9938,Sea,Route C,1571.64
TXN09918,2022-01-18,haircare,SKU0,74.76,92,125,9220.07,105,37,67,1,Carrier A,4.25,Supplier 3,Mumbai,36,563,35,44.84,Pass,0.2927,Road,Route B,3289.03
TXN05308,2022-01-18,skincare,SKU31,49.74,69,46,2589.02,73,7,16,1,Carrier A,3.3,Supplier 3,Chennai,8,816,9,63.69,Fail,4.87,Rail,Route C,1071.84
TXN07516,2022-01-18,haircare,SKU84,82.51,89,76,5440.03,88,38,69,4,Carrier C,5.45,Supplier 5,Chennai,40,490,35,32.6,Fail,7.6578,Air,Route B,2625.45
TXN09295,2022-01-18,skincare,SKU82,16.49,70,190,2834.52,72,28,88,3,Carrier B,0.8,Supplier 2,Mumbai,27,653,27,4.14,Fail,4.626,Road,Route C,434.72
TXN07142,2022-01-18,skincare,SKU13,16.38,42,197,2797.39,39,16,63,2,Carrier C,0.61,Supplier 5,Bangalore,17,490,14,98.21,Pending,2.6697,Road,Route B,6225.66
TXN09160,2022-01-18,haircare,SKU24,4.16,58,210,1002.32,68,3,73,4,Carrier B,0.18,Supplier 2,Bangalore,3,455,3,43.84,Fail,4.5021,Air,Route A,3213.46
TXN05563,2022-01-18,haircare,SKU45,31.37,51,177,6300.17,48,31,66,2,Carrier A,2.31,Supplier 2,Chennai,29,467,28,69.51,Pending,3.2073,Rail,Route A,4740.12
TXN06790,2022-01-18,skincare,SKU69,58.64,72,16,1002.88,100,10,73,3,Carrier C,2.57,Supplier 4,Kolkata,10,494,8,70.87,Pass,1.7589,Air,Route A,5361.12
TXN07097,2022-01-18,cosmetics,SKU73,85.48,22,84,7124.93,22,4,55,1,Carrier A,4.49,Supplier 4,Chennai,4,646,5,50.74,Fail,6.7619,Road,Route A,3037.65
TXN09231,2022-01-18,cosmetics,SKU94,2.94,92,151,443.7,109,15,72,2,Carrier C,0.16,Supplier 2,Delhi,15,519,12,58.22,Pass,1.7682,Rail,Route B,4203.36
TXN01887,2022-01-18,haircare,SKU55,75.73,44,178,12940.13,48,3,122,2,Carrier A,3.91,Supplier 2,Delhi,4,492,5,31.28,Fail,4.7608,Sea,Route B,4293.18
TXN04461,2022-01-18,haircare,SKU0,68.69,27,82,5654.28,27,30,51,4,Carrier B,2.31,Supplier 3,Mumbai,33,212,27,47.13,Pass,0.1908,Road,Route B,2521.44
TXN08325,2022-01-18,haircare,SKU25,36.56,100,164,6139.54,121,26,53,4,Carrier C,2.47,Supplier 4,Kolkata,28,648,29,85.22,Fail,4.168,Road,Route B,4647.57
TXN09086,2022-01-19,cosmetics,SKU38,51.08,36,264,12839.85,49,24,45,1,Carrier A,3.62,Supplier 5,Mumbai,24,747,19,5.79,Pass,0.7642,Air,Route B,423.45
TXN03887,2022-01-19,skincare,SKU20,90.11,50,218,18430.58,50,4,93,4,Carrier B,3.9,Supplier 1,Chennai,5,426,5,69.84,Pending,3.3319,Air,Route B,6857.82
TXN05032,2022-01-19,haircare,SKU87,82.05,59,43,3918.03,80,19,85,3,Carrier C,5.2,Supplier 3,Chennai,20,431,18,26.94,Pending,2.4411,Sea,Route B,2731.9
TXN02400,2022-01-19,haircare,SKU95,83.11,100,183,17090.09,95,37,79,4,Carrier B,3.32,Supplier 4,Mumbai,39,803,30,62.9,Pending,2.3528,Air,Route A,5231.38
TXN09712,2022-01-19,skincare,SKU39,20.65,56,161,3481.72,63,5,1,4,Carrier B,0.64,Supplier 2,Kolkata,6,721,6,8.82,Pending,2.1086,Air,Route B,9.46
TXN07035,2022-01-19,skincare,SKU36,9.98,47,172,1654.59,46,19,71,2,Carrier A,0.6,Supplier 2,Delhi,19,422,18,43.46,Fail,4.1483,Air,Route C,3128.26
TXN03392,2022-01-19,haircare,SKU55,75.58,39,150,11501.12,53,5,64,4,Carrier C,4.95,Supplier 2,Delhi,6,227,4,32.53,Pending,3.9919,Sea,Route B,2398.72
TXN05598,2022-01-19,cosmetics,SKU28,2.28,79,140,316.68,76,6,71,4,Carrier B,0.1,Supplier 1,Mumbai,6,482,5,54.56,Pass,0.354,Air,Route A,3880.86
TXN00698,2022-01-20,haircare,SKU0,67.88,45,320,21683.32,48,36,101,4,Carrier B,3.85,Supplier 3,Mumbai,36,561,34,45.71,Pass,0.248,Road,Route B,5005.56
TXN09302,2022-01-20,haircare,SKU97,3.49,64,156,476.15,67,18,40,1,Carrier A,0.16,Supplier 4,Mumbai,20,568,18,70.27,Fail,5.0543,Road,Route A,2817.2
TXN06339,2022-01-20,cosmetics,SKU94,3.11,42,227,750.7,45,18,49,4,Carrier C,0.14,Supplier 2,Delhi,17,386,14,59.73,Pass,1.1107,Rail,Route B,2933.63
TXN02390,2022-01-20,haircare,SKU46,27.3,50,273,6931.58,66,31,47,4,Carrier B,0.9,Supplier 3,Chennai,31,800,26,80.99,Fail,5.1929,Road,Route B,3848.83
TXN02548,2022-01-20,cosmetics,SKU71,6.59,100,101,709.07,104,8,79,3,Carrier C,0.41,Supplier 2,Bangalore,8,727,11,31.36,Pending,2.3037,Road,Route A,2509.83
TXN05073,2022-01-20,cosmetics,SKU49,82.56,65,164,13526.87,60,47,77,2,Carrier A,4.84,Supplier 5,Delhi,47,172,40,12.77,Fail,7.5942,Rail,Route A,1355.97
TXN09934,2022-01-20,haircare,SKU93,71.98,29,292,19847.3,40,24,60,1,Carrier A,3.01,Supplier 4,Chennai,24,645,29,37.77,Fail,9.3472,Air,Route A,2446.8
TXN07990,2022-01-20,cosmetics,SKU89,101.91,84,163,18652.94,89,8,44,1,Carrier A,5.02,Supplier 1,Kolkata,9,343,9,42.48,Pass,1.8664,Rail,Route B,2090.0
TXN02766,2022-01-20,haircare,SKU99,63.92,77,158,9046.81,84,2,53,1,Carrier A,3.41,Supplier 2,Chennai,2,160,2,35.04,Pass,0.2066,Rail,Route B,2037.85
TXN08986,2022-01-20,haircare,SKU83,74.29,38,223,18158.17,45,4,70,4,Carrier B,2.24,Supplier 1,Bangalore,4,645,3,99.34,Pass,0.494,Road,Route A,7110.6
TXN00259,2022-01-20,skincare,SKU10,15.74,24,213,3176.82,34,7,97,2,Carrier A,1.2,Supplier 5,Kolkata,7,361,7,94.72,Fail,4.4333,Road,Route B,9304.24
